parcel_number,address,tokens,tags
561-0012-0502-00,545 G7 HERITAGE SQUARE,545|G7|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
520-0210-0101-00,5450 70 WINDRIDGE CT,5450|70|WINDRIDGE|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0503-00,547 G8 HERITAGE SQUARE,547|G8|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
094-0005-0383-00,55 1 E CLIFTON AVE,55|1|E|CLIFTON|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
094-0005-0384-00,55 2 E CLIFTON AVE,55|2|E|CLIFTON|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
573-0007-0033-00,55 6C STONEHAVEN DR,55|6C|STONEHAVEN|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0009-0365-00,550 1 S STATE ST,550|1|S|STATE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
561-0009-0366-00,550 2 S STATE ST,550|2|S|STATE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
561-0009-0367-00,550 3 S STATE ST,550|3|S|STATE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
561-0009-0368-00,550 4 S STATE ST,550|4|S|STATE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
561-0009-0369-00,550 5 S STATE ST,550|5|S|STATE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
561-0009-0371-00,550 7 S STATE ST,550|7|S|STATE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
561-0009-0372-00,550 8 S STATE ST,550|8|S|STATE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
075-0003-0212-00,551 1 E THIRTEENTH ST,551|1|E|THIRTEENTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
075-0003-0213-00,551 2 E THIRTEENTH ST,551|2|E|THIRTEENTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
075-0003-0214-00,551 3 E THIRTEENTH ST,551|3|E|THIRTEENTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
075-0003-0215-00,551 4 E THIRTEENTH ST,551|4|E|THIRTEENTH|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
550-0181-0256-00,5530 1 WESTWOOD NORTHERN BV,5530|1|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0265-00,5530 10 WESTWOOD NORTHERN BV,5530|10|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0266-00,5530 11 WESTWOOD NORTHERN BV,5530|11|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0267-00,5530 12 WESTWOOD NORTHERN BV,5530|12|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0257-00,5530 2 WESTWOOD NORTHERN BV,5530|2|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0258-00,5530 3 WESTWOOD NORTHERN BV,5530|3|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0259-00,5530 4 WESTWOOD NORTHERN BV,5530|4|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0260-00,5530 5 WESTWOOD NORTHERN BV,5530|5|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0261-00,5530 6 WESTWOOD NORTHERN BV,5530|6|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0262-00,5530 7 WESTWOOD NORTHERN BV,5530|7|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0263-00,5530 8 WESTWOOD NORTHERN BV,5530|8|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0264-00,5530 9 WESTWOOD NORTHERN BV,5530|9|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
561-0012-0510-00,554 G1 HERITAGE SQUARE,554|G1|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
550-0181-0184-00,5545 WESTWOOD NORTHERN BV,5545|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
561-0012-0500-00,555 G5 HERITAGE SQUARE,555|G5|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
550-0323-0194-00,5550 G4 SKY BRIDGE CT,5550|G4|SKY|BRIDGE|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
561-0012-0512-00,556 G3 HERITAGE SQUARE,556|G3|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
550-0181-0268-00,5560 1 WESTWOOD NORTHERN BV,5560|1|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0277-00,5560 10 WESTWOOD NORTHERN BV,5560|10|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0278-00,5560 11 WESTWOOD NORTHERN BV,5560|11|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0279-00,5560 12 WESTWOOD NORTHERN BV,5560|12|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0269-00,5560 2 WESTWOOD NORTHERN BV,5560|2|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0270-00,5560 3 WESTWOOD NORTHERN BV,5560|3|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0271-00,5560 4 WESTWOOD NORTHERN BV,5560|4|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0272-00,5560 5 WESTWOOD NORTHERN BV,5560|5|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0273-00,5560 6 WESTWOOD NORTHERN BV,5560|6|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0274-00,5560 7 WESTWOOD NORTHERN BV,5560|7|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0275-00,5560 8 WESTWOOD NORTHERN BV,5560|8|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0276-00,5560 9 WESTWOOD NORTHERN BV,5560|9|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
561-0012-0499-00,557 G4 HERITAGE SQUARE,557|G4|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0513-00,558 G4 HERITAGE SQUARE,558|G4|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
550-0181-0448-00,5580 1 WESTWOOD NORTHERN BV,5580|1|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0449-00,5580 2 WESTWOOD NORTHERN BV,5580|2|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0450-00,5580 3 WESTWOOD NORTHERN BV,5580|3|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0451-00,5580 4 WESTWOOD NORTHERN BV,5580|4|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0452-00,5580 5 WESTWOOD NORTHERN BV,5580|5|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0453-00,5580 6 WESTWOOD NORTHERN BV,5580|6|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0454-00,5580 7 WESTWOOD NORTHERN BV,5580|7|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
550-0181-0455-00,5580 8 WESTWOOD NORTHERN BV,5580|8|WESTWOOD|NORTHERN|BV|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
561-0009-0357-00,560 1 S STATE ST,560|1|S|STATE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
561-0009-0358-00,560 2 S STATE ST,560|2|S|STATE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
561-0009-0359-00,560 3 S STATE ST,560|3|S|STATE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
561-0009-0360-00,560 4 S STATE ST,560|4|S|STATE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
561-0009-0361-00,560 5 S STATE ST,560|5|S|STATE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
561-0009-0363-00,560 7 S STATE ST,560|7|S|STATE|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetNamePreDirectional|StreetName|StreetNamePostType|EOS
561-0012-0515-00,560 G6 HERITAGE SQUARE,560|G6|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
550-0181-0029-00,5605 5607 HARRISON AVE,5605|5607|HARRISON|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
561-0012-0514-00,562 G5 HERITAGE SQUARE,562|G5|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0496-00,565 G1 HERITAGE SQUARE,565|G1|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0497-00,567 G2 HERITAGE SQUARE,567|G2|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0498-00,569 G3 HERITAGE SQUARE,569|G3|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
573-0007-0034-00,57 6D STONEHAVEN DR,57|6D|STONEHAVEN|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
037-0001-0095-00,5704 5706 BRAMBLE AVE,5704|5706|BRAMBLE|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
561-0012-0474-00,573 G6 HERITAGE SQUARE,573|G6|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0448-00,574 G2 HERITAGE SQUARE,574|G2|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0475-00,575 G7 HERITAGE SQUARE,575|G7|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0447-00,576 G1 HERITAGE SQUARE,576|G1|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0476-00,577 G8 HERITAGE SQUARE,577|G8|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0449-00,578 G3 HERITAGE SQUARE,578|G3|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0450-00,580 G4 HERITAGE SQUARE,580|G4|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0451-00,582 G5 HERITAGE SQUARE,582|G5|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0452-00,584 G6 HERITAGE SQUARE,584|G6|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0473-00,585 G5 HERITAGE SQUARE,585|G5|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
231-0001-0132-00,5850 5854 PAMELEEN CT,5850|5854|PAMELEEN|CT|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
561-0012-0454-00,586 G8 HERITAGE SQUARE,586|G8|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0472-00,587 G4 HERITAGE SQUARE,587|G4|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0453-00,588 G7 HERITAGE SQUARE,588|G7|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
233-0004-0154-00,5916 5918 HAMILTON AVE,5916|5918|HAMILTON|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
561-0012-0469-00,595 G1 HERITAGE SQUARE,595|G1|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0433-00,596 G3 HERITAGE SQUARE,596|G3|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0470-00,597 G2 HERITAGE SQUARE,597|G2|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0431-00,598 G1 HERITAGE SQUARE,598|G1|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0471-00,599 G3 HERITAGE SQUARE,599|G3|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
573-0007-0018-00,6 3B STONEHAVEN DR,6|3B|STONEHAVEN|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0432-00,602 G2 HERITAGE SQUARE,602|G2|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
528-0001-0274-00,6020 T1 RIDGEACRES DR,6020|T1|RIDGEACRES|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
528-0001-0275-00,6020 T2 RIDGEACRES DR,6020|T2|RIDGEACRES|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
125-0001-0056-00,6026 6028 RIDGE AVE,6026|6028|RIDGE|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
561-0012-0434-00,604 G4 HERITAGE SQUARE,604|G4|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0435-00,606 G5 HERITAGE SQUARE,606|G5|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0437-00,608 G7 HERITAGE SQUARE,608|G7|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
071-0003-0229-00,610 640 EDEN PARK DR,610|640|EDEN|PARK|DR|_EOS_,AddressNumber|AddressNumber|StreetName|StreetName|StreetNamePostType|EOS
037-0001-0339-00,6105 6107 BRAMBLE AVE,6105|6107|BRAMBLE|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
528-0001-0264-00,6110 P3 RIDGEACRES DR,6110|P3|RIDGEACRES|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
528-0001-0265-00,6110 P4 RIDGEACRES DR,6110|P4|RIDGEACRES|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
001-0002-0087-00,6115 6126 PLYMOUTH AVE,6115|6126|PLYMOUTH|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
561-0012-0438-00,612 G8 HERITAGE SQUARE,612|G8|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
528-0001-0252-00,6130 M3 RIDGEACRES DR,6130|M3|RIDGEACRES|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
528-0001-0253-00,6130 M4 RIDGEACRES DR,6130|M4|RIDGEACRES|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0436-00,614 G6 HERITAGE SQUARE,614|G6|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0296-00,618 G3 HERITAGE SQUARE,618|G3|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
573-0007-0054-00,62 10D STONEHAVEN DR,62|10D|STONEHAVEN|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
621-0024-0173-00,620 310 CARRINGTON LN,620|310|CARRINGTON|LN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0294-00,620 G1 HERITAGE SQUARE,620|G1|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
078-0001-0110-00,621 2B MAIN ST,621|2B|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
078-0001-0112-00,621 3B MAIN ST,621|3B|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
078-0001-0114-00,621 4B MAIN ST,621|4B|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
078-0001-0116-00,621 5B MAIN ST,621|5B|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
078-0001-0118-00,621 6B MAIN ST,621|6B|MAIN|ST|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
528-0001-0249-00,6210 L6 RIDGEACRES DR,6210|L6|RIDGEACRES|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
550-0220-0986-00,6221 220 EAGLES LAKE CT,6221|220|EAGLES|LAKE|CT|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetName|StreetNamePostType|EOS
528-0002-0286-00,6223 6225 WIEHE RD,6223|6225|WIEHE|RD|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
528-0001-0232-00,6230 J1 RIDGEACRES DR,6230|J1|RIDGEACRES|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
528-0001-0233-00,6230 J2 RIDGEACRES DR,6230|J2|RIDGEACRES|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0295-00,624 G2 HERITAGE SQUARE,624|G2|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0297-00,626 G4 HERITAGE SQUARE,626|G4|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0337-00,627 G6 HERITAGE SQUARE,627|G6|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0298-00,628 G5 HERITAGE SQUARE,628|G5|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0338-00,629 G7 HERITAGE SQUARE,629|G7|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
573-0007-0040-00,63 6B STONEHAVEN DR,63|6B|STONEHAVEN|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0300-00,630 G7 HERITAGE SQUARE,630|G7|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0339-00,631 G8 HERITAGE SQUARE,631|G8|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0301-00,634 G8 HERITAGE SQUARE,634|G8|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
002-0002-0131-90,6347 6349 BEECHMONT AVE,6347|6349|BEECHMONT|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
561-0012-0299-00,636 G6 HERITAGE SQUARE,636|G6|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
550-0132-0381-00,6361 6367 GLENWAY AVE,6361|6367|GLENWAY|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
561-0012-0336-00,639 G5 HERITAGE SQUARE,639|G5|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
573-0007-0053-00,64 10C STONEHAVEN DR,64|10C|STONEHAVEN|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0278-00,640 G3 HERITAGE SQUARE,640|G3|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0335-00,641 G4 HERITAGE SQUARE,641|G4|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
550-0120-0113-00,6410 6436 GLENWAY AVE,6410|6436|GLENWAY|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0276-00,642 G1 HERITAGE SQUARE,642|G1|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
246-0004-0079-00,6435 6437 CARY AVE,6435|6437|CARY|AVE|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
129-0001-0079-00,6456 6458 MCHUGH PL,6456|6458|MCHUGH|PL|_EOS_,AddressNumber|AddressNumber|StreetName|StreetNamePostType|EOS
561-0012-0277-00,646 G2 HERITAGE SQ,646|G2|HERITAGE|SQ|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0279-00,648 G4 HERITAGE SQ,648|G4|HERITAGE|SQ|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0332-00,649 G1 HERITAGE SQUARE,649|G1|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
573-0007-0041-00,65 9C STONEHAVEN DR,65|9C|STONEHAVEN|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0280-00,650 G5 HERITAGE SQUARE,650|G5|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0333-00,651 G2 HERITAGE SQUARE,651|G2|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0282-00,652 G7 HERITAGE SQUARE,652|G7|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0334-00,653 G3 HERITAGE SQUARE,653|G3|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
550-0220-1041-00,6533 280 CHESAPEAKE RUN,6533|280|CHESAPEAKE|RUN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0283-00,656 G-8 HERITAGE SQUARE,656|G-8|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
550-0220-0947-00,6561 190 CHESAPEAKE RUN,6561|190|CHESAPEAKE|RUN|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
561-0012-0281-00,658 G6 HERITAGE SQUARE,658|G6|HERITAGE|SQUARE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
550-0220-0567-00,6580 1T HEARNE RD,6580|1T|HEARNE|RD|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
573-0007-0052-00,66 10B STONEHAVEN DR,66|10B|STONEHAVEN|DR|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
241-0002-0247-00,6637 510 FAIRPARK AVE,6637|510|FAIRPARK|AVE|_EOS_,AddressNumber|OccupancyIdentifier|StreetName|StreetNamePostType|EOS
