parcel_number,address,tokens,tags,
057-0006-0127-00,EVANSTON AVE,EVANSTON|AVE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0143-0178-00,EVENING WHISPER WY,EVENING|WHISPER|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0143-0246-00,EVENING WHISPER WY,EVENING|WHISPER|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0143-0247-00,EVENING WHISPER WY,EVENING|WHISPER|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0143-0249-00,EVENING WHISPER WY,EVENING|WHISPER|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
055-0006-0224-00,EVERLY PLACE (PRIVATE),EVERLY|PLACE|(PRIVATE)|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
055-0006-0225-00,EVERLY PLACE (PRIVATE),EVERLY|PLACE|(PRIVATE)|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
055-0006-0226-00,EVERLY PLACE (PRIVATE),EVERLY|PLACE|(PRIVATE)|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
055-0006-0227-00,EVERLY PLACE (PRIVATE),EVERLY|PLACE|(PRIVATE)|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
055-0006-0228-00,EVERLY PLACE (PRIVATE),EVERLY|PLACE|(PRIVATE)|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
055-0006-0229-00,EVERLY PLACE (PRIVATE),EVERLY|PLACE|(PRIVATE)|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
055-0006-0230-00,EVERLY PLACE (PRIVATE),EVERLY|PLACE|(PRIVATE)|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
055-0006-0231-00,EVERLY PLACE (PRIVATE),EVERLY|PLACE|(PRIVATE)|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
055-0006-0232-00,EVERLY PLACE (PRIVATE),EVERLY|PLACE|(PRIVATE)|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
055-0006-0234-00,EVERLY PLACE (PRIVATE),EVERLY|PLACE|(PRIVATE)|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
055-0006-0235-00,EVERLY PLACE (PRIVATE),EVERLY|PLACE|(PRIVATE)|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
055-0006-0236-00,EVERLY PLACE (PRIVATE),EVERLY|PLACE|(PRIVATE)|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0091-0175-00,FALCONWAY CT,FALCONWAY|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
597-0040-0063-00,FDR WALK,FDR|WALK|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
600-0011-1283-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
600-0011-1292-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
600-0140-0041-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
600-0140-0404-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
600-0140-0445-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
608-0027-0219-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
608-0027-0221-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
608-0027-0222-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
608-0027-0224-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
608-0027-0225-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
608-0029-0027-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
608-0029-0028-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
608-0029-0101-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
608-0032-0073-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0060-0534-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0070-0434-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0070-0705-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0190-0512-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0190-0628-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0190-0950-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0190-0962-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0201-0016-00,FIELDS ERTEL RD,FIELDS|ERTEL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0081-0723-00,FLORALRUN CT,FLORALRUN|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
570-0110-0527-00,FONTAINEBLEAU CT,FONTAINEBLEAU|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0111-0222-00,FOREST ACRES DR,FOREST|ACRES|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0111-0223-00,FOREST ACRES DR,FOREST|ACRES|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0030-0094-00,FOREST PINE DR,FOREST|PINE|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
500-0111-0272-00,FOREST RDDD,FOREST|RDDD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0030-0095-00,FORT SCOTT BV,FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0040-0260-00,FORT SCOTT BV,FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0040-0261-00,FORT SCOTT BV,FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0040-0265-00,FORT SCOTT BV,FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0040-0298-00,FORT SCOTT BV,FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0040-0299-00,FORT SCOTT BV,FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0174-00,FORT SCOTT BV,FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0176-00,FORT SCOTT BV,FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
530-0050-0177-00,FORT SCOTT BV,FORT|SCOTT|BV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0272-00,FOXCOVE CT,FOXCOVE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0273-00,FOXCOVE CT,FOXCOVE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0274-00,FOXCOVE CT,FOXCOVE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0275-00,FOXCOVE CT,FOXCOVE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0276-00,FOXCOVE CT,FOXCOVE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
209-0004-0283-00,FOXCOVE CT,FOXCOVE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0098-00,GARDEN SPRINGS CT,GARDEN|SPRINGS|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0228-00,GARDEN SPRINGS CT,GARDEN|SPRINGS|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
561-0028-0229-00,GARDEN SPRINGS CT,GARDEN|SPRINGS|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0204-0216-00,GARDEN VIEW CT,GARDEN|VIEW|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0050-0167-00,GE PW,GE|PW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
603-0008-0517-00,GLENASH CT,GLENASH|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0180-0180-00,GLENCARY CT,GLENCARY|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
524-0001-0001-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
524-0001-0004-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
524-0001-0005-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
524-0001-0006-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
524-0001-0023-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
598-0040-0028-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
598-0040-0184-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
598-0090-0153-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
598-0090-0176-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0010-0013-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0020-0405-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0030-0257-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0030-0267-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0040-0001-90,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0040-0066-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0040-0072-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0040-0080-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0050-0148-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0050-0149-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0050-0150-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0070-0107-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0070-0108-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0070-0109-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0070-0110-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0070-0111-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
611-0070-0112-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0120-0435-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0120-0439-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0150-0036-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0150-0482-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0150-0483-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0150-0485-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
612-0160-0018-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0120-0065-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0120-0066-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0120-0068-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0120-0069-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0120-0070-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0120-0071-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0120-0073-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0120-0077-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0122-0117-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0241-0128-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0241-0129-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0241-0130-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0241-0131-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
620-0241-0132-00,GLENDALE MILFORD RD,GLENDALE|MILFORD|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
526-0110-0246-00,GLENFARM CT,GLENFARM|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
526-0110-0248-00,GLENFARM CT,GLENFARM|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0132-0389-00,GLENWAY,GLENWAY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
046-0A01-0172-00,GRANDIN RIVERVIEW,GRANDIN|RIVERVIEW|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
030-0003-0168-00,GRANDIN TE,GRANDIN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0224-0535-00,HALLRIDGE CT,HALLRIDGE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
038-0002-0322-00,HAMPTON CT,HAMPTON|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
591-0011-0135-00,HARROGATE CT,HARROGATE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
582-0007-0197-00,HARVEY CT,HARVEY|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
582-0007-0250-00,HARVEY CT,HARVEY|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
200-0048-0026-00,HASSMAN CT,HASSMAN|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
200-0048-0062-00,HASSMAN CT,HASSMAN|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
200-0048-0064-00,HASSMAN CT,HASSMAN|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
117-0003-0294-00,HAVENWOOD CT,HAVENWOOD|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0111-0320-00,HAVERKOS CT,HAVERKOS|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0111-0325-00,HAVERKOS CT,HAVERKOS|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0111-0326-00,HAVERKOS CT,HAVERKOS|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0111-0327-00,HAVERKOS CT,HAVERKOS|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0111-0330-00,HAVERKOS CT,HAVERKOS|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0111-0336-00,HAVERKOS CT,HAVERKOS|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
227-0001-0107-00,HAWAIIAN TE,HAWAIIAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
227-0001-0108-00,HAWAIIAN TE,HAWAIIAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
227-0001-0109-00,HAWAIIAN TE,HAWAIIAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
227-0001-0110-00,HAWAIIAN TE,HAWAIIAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
227-0001-0111-00,HAWAIIAN TE,HAWAIIAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
227-0001-0112-00,HAWAIIAN TE,HAWAIIAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
227-0001-0113-00,HAWAIIAN TE,HAWAIIAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
227-0001-0114-00,HAWAIIAN TE,HAWAIIAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
227-0001-0120-00,HAWAIIAN TE,HAWAIIAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
227-0005-0016-00,HAWAIIAN TE,HAWAIIAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
227-0005-0017-00,HAWAIIAN TE,HAWAIIAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
227-0005-0019-00,HAWAIIAN TE,HAWAIIAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
227-0005-0020-00,HAWAIIAN TE,HAWAIIAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
227-0006-0008-00,HAWAIIAN TE,HAWAIIAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
227-0006-0009-00,HAWAIIAN TE,HAWAIIAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
227-0006-0010-00,HAWAIIAN TE,HAWAIIAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
227-0006-0013-00,HAWAIIAN TE,HAWAIIAN|TE|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
609-0013-0497-00,HEMPHILL WY,HEMPHILL|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
609-0013-0498-00,HEMPHILL WY,HEMPHILL|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
609-0013-0499-00,HEMPHILL WY,HEMPHILL|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
609-0013-0501-00,HEMPHILL WY,HEMPHILL|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
609-0013-0502-00,HEMPHILL WY,HEMPHILL|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
609-0013-0545-00,HEMPHILL WY,HEMPHILL|WY|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
224-0004-0115-00,HENRIANNE CT,HENRIANNE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
224-0004-0116-00,HENRIANNE CT,HENRIANNE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
224-0004-0117-00,HENRIANNE CT,HENRIANNE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
224-0004-0119-00,HENRIANNE CT,HENRIANNE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
224-0004-0120-00,HENRIANNE CT,HENRIANNE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
224-0004-0121-00,HENRIANNE CT,HENRIANNE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
540-0113-0297-00,HICKORYTREE CT,HICKORYTREE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
540-0113-0298-00,HICKORYTREE CT,HICKORYTREE|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
603-0024-0367-00,HIGHTOWER CT,HIGHTOWER|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0241-0033-00,HILL & DALE DR,HILL|&|DALE|DR|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
046-1A04-0021-00,HILL & HOLLOW LN,HILL|&|HOLLOW|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
046-1A04-0034-00,HILL & HOLLOW LN,HILL|&|HOLLOW|LN|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
166-0004-0235-00,HILLSIDE AV,HILLSIDE|AV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
540-0150-0318-00,HILLSIDE AV,HILLSIDE|AV|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
510-0072-0456-00,HOLLYBROOK CT,HOLLYBROOK|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
671-0030-0214-00,HONEYHILL CT,HONEYHILL|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0233-0290-00,HUFFMAN CT,HUFFMAN|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
590-0233-0291-00,HUFFMAN CT,HUFFMAN|CT|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0173-0043-00,INDIAN HILL RD,INDIAN|HILL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0173-0178-00,INDIAN HILL RD,INDIAN|HILL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0173-0194-00,INDIAN HILL RD,INDIAN|HILL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0214-0092-00,INDIAN HILL RD,INDIAN|HILL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
520-0214-0145-00,INDIAN HILL RD,INDIAN|HILL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
529-0080-0112-00,INDIAN HILL RD,INDIAN|HILL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
529-0080-0113-00,INDIAN HILL RD,INDIAN|HILL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
529-0080-0114-00,INDIAN HILL RD,INDIAN|HILL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
529-0081-0148-00,INDIAN HILL RD,INDIAN|HILL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
529-0081-0155-00,INDIAN HILL RD,INDIAN|HILL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
529-0081-0156-00,INDIAN HILL RD,INDIAN|HILL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
529-0081-0159-00,INDIAN HILL RD,INDIAN|HILL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
529-0081-0160-00,INDIAN HILL RD,INDIAN|HILL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
529-0142-0055-00,INDIAN HILL RD,INDIAN|HILL|RD|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
529-0140-0048-00,INDIAN HILL TL,INDIAN|HILL|TL|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
105-0001-0280-00,INTERSTATE 71,INTERSTATE|71|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0101-0103-00,INTERSTATE 74,INTERSTATE|74|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
550-0323-0480-00,INTERSTATE 74,INTERSTATE|74|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
105-0001-0277-00,INTERSTATE 75,INTERSTATE|75|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0194-00,INTERSTATE 75,INTERSTATE|75|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0195-00,INTERSTATE 75,INTERSTATE|75|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0196-00,INTERSTATE 75,INTERSTATE|75|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
215-0070-0197-00,INTERSTATE 75,INTERSTATE|75|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
218-0060-0067-00,INTERSTATE 75,INTERSTATE|75|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
242-0001-0040-00,INTERSTATE 75,INTERSTATE|75|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
582-0003-0128-00,INTERSTATE 75,INTERSTATE|75|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
641-0012-0095-00,INTERSTATE 75,INTERSTATE|75|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
641-0012-0096-00,INTERSTATE 75,INTERSTATE|75|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
641-0013-0170-00,INTERSTATE 75,INTERSTATE|75|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
641-0013-0171-00,INTERSTATE 75,INTERSTATE|75|_EOS_,AddressNumber|StreetName|StreetNamePostType|EOS,
